1,7,14,30,183,365,1825,9125
0.994640009,1,1,1,1,0.892381405,0.761729631,0.523454907
1,0.782443455,0.751185793,0.490620775,0.166689575,0.261570412,0.046996656,0.033696164
1,0.886493887,0.661847472,0.576959764,0.02975199,0.065436969,0.016786435,0.136707716
0.779785332,0.261546627,0.176667981,0,0,0,0.043774466,0
0.851797536,1,0.991849094,1,0.870066217,0.613525391,0.163255218,0
1,0.87917845,0.792699118,0.712135535,0.329187898,0,0,0
1,0.933323297,0.978769892,0.742015618,0.505597047,0.460405139,0.303839597,0.180603964
1,1,0.908172515,0.839360597,0.355164965,0.193073745,0,0
0.952238721,0.936493495,0.973044271,1,0.880682008,0.922065845,0.582216762,0.287568868
0.932399121,0.867615413,1,0.902878581,0.687747044,0.684873132,0.423680817,0.36968867
0.883237065,0.90293548,0.705002277,0.613077435,0.440012824,0.438881713,0.229087599,0.014850562
0.800613233,0.254681443,0.064311985,0.090194195,0.064990492,0.058648033,0.017827763,0.068975601
0.730943162,0.814321543,0.690721524,0.485347863,0.333839903,0.331572954,0.094725473,0.205940919
0.884050825,0.993730627,0.979052576,0.913205512,1,0.889881257,0.530553396,0.416559605
0.890949817,0.642651941,0.504261893,0.443928177,0.273153355,0.214335643,0.063181538,0.072598142
0.903047179,0.856910259,0.885641411,1,0.849362972,0.854720045,0.524617159,0.465462635
0.817011239,0.469778652,0.436021129,0.354234676,0.311423388,0,0.109239891,0.001733886
1,1,0.998513296,0.964741697,0.958144893,0.869331389,0.742463625,0.124566621
0.988752664,0.998643459,1,0.9690642,0.721583629,0.607531426,0.25876283,0.058748427
1,0.804314954,0.91185086,0.748976983,0.503082432,0.343026936,0.090211092,0.095564551
0.985070132,1,0.996937247,1,0.800166986,0.711814847,0.235573401,0.033088057
0.969586056,1,0.960577778,0.920095157,0.853352522,0.610212655,0.579724269,0.541587863
0.910436354,1,0.905464165,0.91723632,0.77776443,0.639308502,0.274433802,0.057850313
1,0.731545101,0.913729341,0.805129355,0.585600752,0.784231851,0.551169473,0.472607194
0.886210077,0.751477968,0.576958585,0.402510139,0.396458146,0.235272303,0.195673553,0.194137064
