1,7,14,30,183,365,1825,9125
0.966622118,0.919518095,0.868584043,0.725676544,0.116787624,0.03738844,0.02368903,0.149256356
1,0.97792737,0.974618626,0.760693732,0.729693911,0.555559977,0.144272124,0.130813051
0.930076547,1,1,0.993376718,0.917518227,1,0.32293125,0
1,1,1,1,1,0.848893233,0.866655366,0.875670315
1,0.897189828,0.954398776,0.985528183,0.720113605,0.844975921,0.251643082,0.068767376
1,0.940934564,1,0.912281343,0.883956949,0.940492022,0.297561971,0.012283715
1,0.931902152,0.974613966,0.942295112,0.879970607,0.665656888,0.32331323,0.109673782
0.996782211,1,0.996720872,1,0.923482925,0.866506058,0.977239247,0.453730517
0.935361921,0.914940734,1,0.894979767,0.775229486,0.75504383,0.228087681,0.02442171
0.915132601,1,0.895797247,1,0.897104433,0.688445947,0.128231115,0.125701664
1,0.944606718,0.764651377,0.700579935,0.058568233,0.124971485,0.100897839,0
0.91061633,0.82447782,0.843668693,0.769927459,0.060952399,0,0,0.062536952
0.917982165,1,1,1,1,0.942876981,0.807475458,0.511914032
1,0.994950877,0.982802808,0.984904089,0.971761995,1,0.963622673,0.62868132
0.946192966,0.989838649,1,0.751577014,0.317290096,0.136000921,0,0.027016286
1,1,0.91419383,1,0.729085898,0.587690089,0.09187007,0.011561171
1,1,1,0.922050917,0.794972113,0.851244678,0.267377704,0.025697719
0.893292213,0.993338481,0.927517533,0.885094007,1,0.78160987,0.679918782,0.036406957
0.857667663,0.929071188,0.983121671,1,0.870023,0.926243807,0.607571088,0.022943521
0.980600708,0.977704625,1,1,0.955945751,0.831932165,0.616014638,0.059514524
1,1,0.96810628,0.884373973,0.562178613,0.364162174,0.047002953,0.02941219
0.962779812,0.989563475,1,1,0.905477102,0.695955683,0.023861367,0
0.895389165,0.926101462,0.972647937,0.953915202,0.49611152,0.40485148,0.011713509,0.007188505
0.953602545,0.974492455,0.952486016,0.79639577,0.38684551,0.370673093,0,0
0.918589676,0.935441348,0.968565518,0.784170036,0.961914914,0.729687945,0.315950159,0.126857606
